注文ID,注文日,顧客ID,顧客タイプ,商品カテゴリ,商品名,単価,数量,売上金額,都道府県,支払方法
K004071,2024-04-15,C0207,個人,生活用品,ゴミ袋（90L・50枚）,938,6,5628,東京,クレジットカード
K001204,2024-04-15,C0278,個人,オフィス家具,オフィスチェア,5362,1,5362,北海道,クレジットカード
K003391,2024-04-15,C0183,法人,文具,ボールペン（10本）,1177,2,2354,埼玉,請求書払い
K001766,2024-04-15,C0127,個人,オフィス家具,会議用テーブル,10556,1,10556,東京,クレジットカード
K004138,2024-04-15,C0068,個人,食品飲料,緑茶ペット（24本）,1496,2,2992,大阪,クレジットカード
K000136,2024-04-15,C0177,個人,OA用品,USBメモリ32GB,4078,4,16312,福岡,クレジットカード
K001614,2024-04-15,C0284,法人,生活用品,ハンドソープ詰替,2120,7,14840,愛知,請求書払い
K000707,2024-04-15,C0255,法人,生活用品,ウェットティッシュ,1219,13,15847,神奈川,請求書払い
K001485,2024-04-15,C0022,個人,食品飲料,ドリップコーヒー（50杯）,1045,5,5225,福岡,クレジットカード
K003367,2024-04-15,C0062,法人,生活用品,ウェットティッシュ,1499,2,2998,大阪,請求書払い
K001602,2024-04-15,C0062,法人,文具,修正テープ,715,10,7150,大阪,請求書払い
K000308,2024-04-15,C0076,個人,文具,ボールペン（10本）,1388,10,13880,北海道,代金引換
K000060,2024-04-16,C0008,個人,OA用品,USBメモリ32GB,6962,1,6962,北海道,代金引換
K004179,2024-04-16,C0042,個人,生活用品,ハンドソープ詰替,906,2,1812,東京,クレジットカード
K001285,2024-04-16,C0021,個人,文具,ボールペン（10本）,3008,2,6016,東京,クレジットカード
K001386,2024-04-16,C0043,法人,文具,付箋セット,471,20,9420,埼玉,銀行振込
K000086,2024-04-16,C0044,法人,生活用品,トイレットペーパー（12ロール）,1619,13,21047,東京,銀行振込
K003394,2024-04-16,C0223,法人,文具,ボールペン（10本）,124,10,1240,神奈川,請求書払い
K003533,2024-04-16,C0269,法人,生活用品,ゴミ袋（90L・50枚）,1640,5,8200,北海道,クレジットカード
K003404,2024-04-16,C0127,個人,OA用品,LANケーブル（5m）,988,13,12844,福岡,クレジットカード
K000217,2024-04-16,C0090,法人,食品飲料,個包装菓子アソート,1120,2,2240,大阪,請求書払い
K001909,2024-04-16,C0106,個人,文具,修正テープ,730,22,16060,東京,代金引換
K000644,2024-04-16,C0189,法人,生活用品,ハンドソープ詰替,608,5,3040,東京,請求書払い
K001475,2024-04-16,C0074,個人,生活用品,ハンドソープ詰替,1294,3,3882,埼玉,クレジットカード
K003782,2024-04-16,C0202,個人,オフィス家具,デスクトップワゴン,11970,2,23940,北海道,クレジットカード
K003910,2024-04-16,C0150,個人,OA用品,電卓,4140,1,4140,愛知,代金引換
K002170,2024-04-16,C0139,法人,OA用品,電卓,2990,4,11960,大阪,請求書払い
K003194,2024-04-16,C0147,法人,食品飲料,ドリップコーヒー（50杯）,1212,7,8484,愛知,請求書払い
K002921,2024-04-16,C0227,法人,OA用品,コピー用紙（A4・500枚）,2010,14,28140,大阪,請求書払い
K004637,2024-04-17,C0270,個人,生活用品,ウェットティッシュ,1108,5,5540,愛知,クレジットカード
K002070,2024-04-17,C0105,個人,OA用品,トナーカートリッジ,1202,8,9616,愛知,クレジットカード
K004047,2024-04-17,C0096,法人,OA用品,LANケーブル（5m）,3615,1,3615,東京,請求書払い
K001949,2024-04-17,C0088,法人,文具,修正テープ,733,15,10995,大阪,請求書払い
K003824,2024-04-17,C0059,法人,生活用品,ゴミ袋（90L・50枚）,1044,10,10440,愛知,クレジットカード
K000584,2024-04-17,C0011,法人,生活用品,ウェットティッシュ,1810,8,14480,東京,請求書払い
K003586,2024-04-17,C0249,個人,オフィス家具,会議用テーブル,6909,1,6909,東京,クレジットカード
K004790,2024-04-17,C0081,法人,食品飲料,緑茶ペット（24本）,430,20,8600,神奈川,クレジットカード
K004917,2024-04-17,C0042,個人,文具,ボールペン（10本）,418,16,6688,北海道,クレジットカード
K004998,2024-04-17,C0182,個人,オフィス家具,会議用テーブル,13965,2,27930,神奈川,クレジットカード
K000418,2024-04-17,C0246,法人,食品飲料,ドリップコーヒー（50杯）,628,9,5652,神奈川,請求書払い
K004240,2024-04-18,C0063,個人,OA用品,トナーカートリッジ,2068,7,14476,東京,クレジットカード
K004095,2024-04-18,C0185,法人,文具,ノート（A4・5冊）,1205,3,3615,神奈川,請求書払い
K002881,2024-04-18,C0068,個人,文具,ボールペン（10本）,358,9,3222,東京,クレジットカード
K003024,2024-04-18,C0089,個人,OA用品,コピー用紙（A4・500枚）,2502,8,20016,愛知,請求書払い
K004627,2024-04-18,C0048,法人,文具,付箋セット,1304,10,13040,愛知,請求書払い
K001615,2024-04-18,C0143,法人,文具,ボールペン（10本）,1622,39,63258,東京,銀行振込
K000083,2024-04-18,C0189,法人,OA用品,電卓,2680,6,16080,東京,請求書払い
K002891,2024-04-18,C0175,個人,文具,付箋セット,317,8,2536,愛知,クレジットカード
K002288,2024-04-18,C0245,法人,文具,ボールペン（10本）,888,8,7104,大阪,請求書払い
K001942,2024-04-19,C0092,法人,食品飲料,ドリップコーヒー（50杯）,408,13,5304,埼玉,請求書払い
K004449,2024-04-19,C0191,個人,OA用品,USBメモリ32GB,7622,1,7622,愛知,クレジットカード
K003279,2024-04-19,C0176,法人,文具,ノート（A4・5冊）,325,16,5200,東京,請求書払い
K001163,2024-04-19,C0215,法人,食品飲料,個包装菓子アソート,746,23,17158,神奈川,請求書払い
K004419,2024-04-19,C0200,法人,文具,クリアファイル（20枚）,890,3,2670,愛知,請求書払い
K003511,2024-04-19,C0158,法人,生活用品,ゴミ袋（90L・50枚）,1228,5,6140,東京,請求書払い
K004864,2024-04-19,C0152,法人,オフィス家具,書庫（スチール）,5075,1,5075,愛知,請求書払い
K000981,2024-04-19,,法人,文具,付箋セット,1075,22,23650,東京,請求書払い
K002151,2024-04-19,C0043,法人,OA用品,トナーカートリッジ,2140,15,32100,神奈川,請求書払い
K000823,2024-04-19,C0297,法人,文具,ノート（A4・5冊）,250,10,2500,北海道,請求書払い
K000820,2024-04-19,C0299,法人,文具,クリアファイル（20枚）,403,15,6045,東京,クレジットカード
K001969,2024-04-19,C0280,法人,OA用品,USBメモリ32GB,4332,6,25992,神奈川,クレジットカード
K003997,2024-04-19,C0177,個人,生活用品,ハンドソープ詰替,464,2,928,北海道,クレジットカード
K003016,2024-04-19,C0281,法人,文具,クリアファイル（20枚）,284,21,5964,東京,請求書払い
K002963,2024-04-19,C0286,法人,OA用品,LANケーブル（5m）,2795,9,25155,東京,請求書払い
K000754,2024-04-19,C0102,個人,文具,ボールペン（10本）,774,4,3096,東京,請求書払い
K000703,2024-04-20,C0177,個人,文具,修正テープ,305,16,4880,愛知,クレジットカード
K001395,2024-04-20,C0237,個人,文具,付箋セット,304,4,1216,東京,クレジットカード
K001326,2024-04-20,C0282,個人,生活用品,トイレットペーパー（12ロール）,1056,3,3168,東京,クレジットカード
K002685,2024-04-21,C0074,個人,文具,クリアファイル（20枚）,1043,8,8344,東京,クレジットカード
K004775,2024-04-21,C0166,法人,文具,ノート（A4・5冊）,1625,3,4875,福岡,クレジットカード
K003255,2024-04-21,C0300,法人,文具,ボールペン（10本）,1483,8,11864,福岡,請求書払い
K000134,2024-04-21,C0030,個人,文具,ノート（A4・5冊）,883,8,7064,東京,クレジットカード
K003989,2024-04-21,C0283,個人,文具,修正テープ,299,9,2691,福岡,クレジットカード
K004278,2024-04-21,C0271,個人,食品飲料,スティックスープ,586,9,5274,大阪,クレジットカード
K000282,2024-04-21,C0049,個人,生活用品,紙コップ（100個）,3106,2,6212,東京,請求書払い
K001838,2024-04-22,C0164,法人,食品飲料,ミネラルウォーター（24本）,500,4,2000,大阪,クレジットカード
K001309,2024-04-22,C0255,法人,OA用品,トナーカートリッジ,3920,6,23520,福岡,クレジットカード
K001037,2024-04-22,C0012,法人,文具,修正テープ,199,12,2388,東京,銀行振込
K002401,2024-04-22,,個人,文具,ノート（A4・5冊）,2132,20,42640,東京,クレジットカード
K000395,2024-04-22,C0237,個人,OA用品,LANケーブル（5m）,5182,2,10364,東京,クレジットカード
K003657,2024-04-22,C0246,法人,オフィス家具,書庫（スチール）,7217,1,7217,大阪,請求書払い
K004920,2024-04-22,C0173,法人,OA用品,LANケーブル（5m）,2008,1,2008,福岡,クレジットカード
K002300,2024-04-22,C0158,法人,生活用品,トイレットペーパー（12ロール）,1428,2,2856,北海道,請求書払い
K004611,2024-04-22,C0196,法人,文具,ノート（A4・5冊）,898,6,5388,福岡,銀行振込
K000195,2024-04-22,C0143,法人,OA用品,電卓,2242,7,15694,東京,請求書払い
K002438,2024-04-22,C0144,個人,食品飲料,ドリップコーヒー（50杯）,460,9,4140,東京,クレジットカード
K003717,2024-04-22,C0187,個人,生活用品,紙コップ（100個）,539,8,4312,大阪,クレジットカード
K004253,2024-04-22,C0251,法人,OA用品,トナーカートリッジ,4302,9,38718,東京,銀行振込
K003441,2024-04-23,C0243,個人,文具,ボールペン（10本）,389,3,1167,北海道,クレジットカード
K003758,2024-04-23,C0268,法人,OA用品,コピー用紙（A4・500枚）,1505,7,10535,東京,クレジットカード
K000769,2024-04-23,,法人,OA用品,コピー用紙（A4・500枚）,3568,5,17840,神奈川,銀行振込
K004116,2024-04-23,C0192,個人,OA用品,電卓,1710,3,5130,神奈川,代金引換
K002369,2024-04-23,C0111,個人,食品飲料,ミネラルウォーター（24本）,766,5,3830,愛知,クレジットカード
K004751,2024-04-23,,法人,OA用品,USBメモリ32GB,4845,7,33915,埼玉,請求書払い
K004141,2024-04-23,C0259,個人,生活用品,ハンドソープ詰替,2627,3,7881,東京,クレジットカード
K004941,2024-04-23,C0028,法人,文具,修正テープ,1370,12,16440,東京,銀行振込
K001504,2024-04-23,C0246,法人,文具,ボールペン（10本）,901,16,14416,東京,銀行振込
K004993,2024-04-23,C0109,個人,OA用品,電卓,3078,3,9234,東京,クレジットカード
K004854,2024-04-23,C0251,法人,食品飲料,ドリップコーヒー（50杯）,202,9,1818,東京,請求書払い
K003544,2024-04-23,C0002,法人,文具,ノート（A4・5冊）,800,6,4800,神奈川,クレジットカード
K004887,2024-04-23,C0138,法人,OA用品,電卓,4758,1,4758,東京,銀行振込
K000181,2024-04-23,C0254,法人,食品飲料,ドリップコーヒー（50杯）,320,18,5760,埼玉,銀行振込
K004092,2024-04-23,C0141,個人,OA用品,USBメモリ32GB,1545,5,7725,東京,代金引換
K004932,2024-04-23,C0040,個人,文具,ボールペン（10本）,481,22,10582,埼玉,クレジットカード
K003721,2024-04-23,C0288,個人,生活用品,ゴミ袋（90L・50枚）,1362,6,8172,東京,代金引換
K002450,2024-04-23,C0072,法人,OA用品,電卓,2370,5,11850,大阪,請求書払い
K001182,2024-04-23,C0227,法人,文具,修正テープ,577,6,3462,神奈川,クレジットカード
K000908,2024-04-23,C0100,個人,オフィス家具,オフィスチェア,4326,2,8652,北海道,請求書払い
K004721,2024-04-24,C0173,法人,文具,修正テープ,286,3,858,神奈川,銀行振込
K000827,2024-04-24,C0259,個人,文具,クリアファイル（20枚）,981,12,11772,東京,クレジットカード
K003918,2024-04-24,C0082,法人,文具,付箋セット,1496,6,8976,東京,銀行振込
K003695,2024-04-24,C0100,個人,オフィス家具,会議用テーブル,7553,2,15106,大阪,クレジットカード
K002962,2024-04-24,C0151,法人,オフィス家具,パーテーション,20629,1,20629,東京,請求書払い
K001681,2024-04-24,,法人,OA用品,トナーカートリッジ,2130,4,8520,福岡,請求書払い
K004693,2024-04-24,,個人,生活用品,ゴミ袋（90L・50枚）,1340,2,2680,大阪,クレジットカード
K002396,2024-04-24,C0100,個人,文具,ボールペン（10本）,866,9,7794,大阪,クレジットカード
K004289,2024-04-24,C0096,法人,生活用品,ハンドソープ詰替,1114,4,4456,愛知,クレジットカード
K004770,2024-04-24,C0219,個人,オフィス家具,会議用テーブル,8645,6,51870,愛知,クレジットカード
K002754,2024-04-24,C0148,個人,生活用品,紙コップ（100個）,605,11,6655,大阪,クレジットカード
K003773,2024-04-24,C0205,個人,生活用品,紙コップ（100個）,2618,14,36652,東京,請求書払い
K001193,2024-04-24,C0121,個人,オフィス家具,デスクトップワゴン,15519,3,46557,福岡,クレジットカード
K000594,2024-04-24,C0066,法人,生活用品,トイレットペーパー（12ロール）,1381,10,13810,福岡,請求書払い
K002310,2024-04-24,C0003,個人,生活用品,紙コップ（100個）,3210,2,6420,愛知,クレジットカード
K001347,2024-04-24,C0214,個人,オフィス家具,会議用テーブル,6720,2,13440,東京,請求書払い
K000784,2024-04-24,C0053,法人,文具,付箋セット,1499,3,4497,東京,請求書払い
K000828,2024-04-25,C0204,法人,OA用品,トナーカートリッジ,3715,1,3715,埼玉,銀行振込
K003808,2024-04-25,C0025,法人,文具,ボールペン（10本）,1024,6,6144,神奈川,銀行振込
K002551,2024-04-25,C0223,法人,OA用品,USBメモリ32GB,2048,3,6144,北海道,請求書払い
K002017,2024-04-25,C0204,法人,OA用品,USBメモリ32GB,7708,5,38540,東京,銀行振込
K000715,2024-04-25,C0144,個人,OA用品,電卓,2982,4,11928,神奈川,代金引換
K001142,2024-04-25,C0029,法人,生活用品,ウェットティッシュ,1334,5,6670,北海道,請求書払い
K002454,2024-04-25,C0023,法人,文具,付箋セット,352,10,3520,福岡,請求書払い
K002713,2024-04-25,C0060,個人,OA用品,USBメモリ32GB,3350,1,3350,東京,請求書払い
K003048,2024-04-25,C0116,個人,文具,クリアファイル（20枚）,628,4,2512,愛知,クレジットカード
K000570,2024-04-25,C0013,個人,OA用品,LANケーブル（5m）,1852,6,11112,埼玉,クレジットカード
K001632,2024-04-25,C0141,個人,OA用品,電卓,1842,3,5526,愛知,クレジットカード
K002158,2024-04-25,C0106,個人,食品飲料,緑茶ペット（24本）,584,25,14600,神奈川,クレジットカード
K004738,2024-04-25,C0109,個人,OA用品,コピー用紙（A4・500枚）,5845,2,11690,大阪,クレジットカード
K004936,2024-04-26,C0042,個人,文具,ノート（A4・5冊）,1109,18,19962,埼玉,請求書払い
K002036,2024-04-26,C0161,法人,文具,ボールペン（10本）,1472,3,4416,愛知,銀行振込
K003821,2024-04-26,C0256,法人,文具,ボールペン（10本）,662,10,6620,大阪,請求書払い
K000196,2024-04-26,C0240,法人,生活用品,紙コップ（100個）,1051,5,5255,愛知,クレジットカード
K001056,2024-04-26,C0144,個人,OA用品,USBメモリ32GB,2620,3,7860,神奈川,クレジットカード
K000565,2024-04-26,C0216,法人,OA用品,LANケーブル（5m）,1528,1,1528,神奈川,請求書払い
K000429,2024-04-26,C0196,法人,文具,付箋セット,1415,10,14150,東京,銀行振込
K001523,2024-04-26,C0137,個人,生活用品,紙コップ（100個）,2153,2,4306,埼玉,クレジットカード
K001100,2024-04-26,C0131,法人,文具,ボールペン（10本）,719,16,11504,東京,クレジットカード
K001805,2024-04-26,C0061,法人,OA用品,電卓,3395,9,30555,北海道,請求書払い
K003634,2024-04-26,C0290,法人,OA用品,電卓,2325,4,9300,愛知,銀行振込
K003306,2024-04-26,C0198,法人,文具,付箋セット,417,10,4170,東京,銀行振込
